msisdn,gender,year_of_birth,system_status,mobile_type,value_segment
c4f8828a28c38c1fce4d67c0174bfd3f,Female,1992,ACTIVE,Prepaid,Tier_3
c7482505781538f5cb0ae91eca552c62,Not Available,1982,ACTIVE,Prepaid,Tier_3
c5d20455c998da1b1e604311b6c4bf22,Male,1985,ACTIVE,Prepaid,Tier_3
001730b0f34bc75843e983ed32d6bb48,Male,1960,ACTIVE,Prepaid,Tier_3
8cef9a27788107b331674883eb7982af,Male,1980,ACTIVE,Prepaid,Tier_3
0c6817898512d6da6edc2d277a6bf3cb,Male,1985,ACTIVE,Prepaid,Tier_3
d0254af206be035ff6414555dbbd45b2,Male,1982,ACTIVE,Prepaid,Tier_3
64d0059b38548c614edcf2984792f7ce,Male,1985,ACTIVE,Prepaid,Tier_3
12641d03bdcd3710483178a2f2ac3950,FEMALE,1988,ACTIVE,Prepaid,Tier_3
565713a6320d0d8636913f92967d073b,Male,1982,ACTIVE,Prepaid,Tier_3
513b2b09e236b4231358f26857c304c6,Male,1978,ACTIVE,Prepaid,Tier_3
9baa893224abba37ccf0c8309bc4b306,Male,1970,ACTIVE,Prepaid,Tier_3
b1c950a6f42fe03d66165c30ca010bd8,Female,1969,ACTIVE,Prepaid,Tier_3
87c609f5065fcac32d533ac8efb0a9b9,Male,1957,ACTIVE,Prepaid,Tier_3
8c708e07c8756b8610d6e616fd473b5c,Not Available,1982,ACTIVE,Prepaid,Tier_3
72e0056b3952e6e07bc18a134181f111,Male,1981,ACTIVE,Prepaid,Tier_3
13ddf87b3bf46c354226bf8455846f1e,Male,1988,ACTIVE,Prepaid,Tier_3
ad13f8313141309f9091d80fbd64aa02,Male,1972,ACTIVE,Prepaid,Tier_3
6ebe95ac37555331b1001e09e3f0fe23,Male,1973,ACTIVE,Prepaid,Tier_3
7b144b433e728b8660b85358624cc674,Female,1982,ACTIVE,Prepaid,Tier_3
15f6f74e1b4169fe27fa30fe11ba99a1,Male,1995,ACTIVE,Prepaid,Tier_3
d531ef9e69e541acc773a0b00cfc8837,Not Available,1985,ACTIVE,Prepaid,Tier_3
c2d497abb121af1bc4a53d8671a8f3ec,Male,1989,ACTIVE,Prepaid,Tier_3
73e2c6e5d862da264363dde26e705159,Not Available,1988,ACTIVE,Prepaid,Tier_3
1a1c07a9b05c0c73d1ccea54cff68314,,1995,ACTIVE,Prepaid,Tier_3
a5baeceff4d7292bc41402fa995c9137,Not Available,1994,ACTIVE,Prepaid,Tier_3
1e7ef5c15a926c84bc942b7f62e8b655,Female,1976,ACTIVE,Prepaid,Tier_3
cb4e3cbbe606c96b04dc7aca55c21905,FEMALE,1972,ACTIVE,Prepaid,Tier_3
88a2abb5cd6d0737cc1720eb8b48324d,Female,1966,ACTIVE,Prepaid,Tier_3
0e373e08c49e9f74e2e89b46bce45e19,Female,1977,ACTIVE,Prepaid,Tier_3
60d5eaf9237837ea5bb093354aac84e1,Not Available,1989,ACTIVE,Prepaid,Tier_3
feaa24ab77adeffa3de438ec42c5a31f,Male,1985,ACTIVE,Prepaid,Tier_3
7809c526ad303f94a194b9bf7e90e621,Female,1987,ACTIVE,Prepaid,Tier_3
2f40ff56423f5d7c21a8fb032f527110,Male,1978,ACTIVE,Prepaid,Tier_3
670e8b80530b97944d97655643f6fa93,Female,1975,ACTIVE,Prepaid,Tier_3
c15f0ddeaea72eaed5de6fd93734e662,Male,1967,ACTIVE,Prepaid,Tier_3
ebe24ecd47d960be07334564b685dc5d,Male,1982,ACTIVE,Prepaid,Tier_3
a42bc1f0e6049c38e7b7f3f0db855915,Male,1947,ACTIVE,Prepaid,Tier_3
6328001e670ab7b81757b3f945bfb7a7,Not Available,1991,ACTIVE,Prepaid,Tier_3
f398937f03bf87535483a071a0dae087,Male,1995,ACTIVE,Prepaid,Tier_3
6bef7dceb4c21fa963a6fd8d2a0b2a74,Male,1973,ACTIVE,Prepaid,Tier_3
c531116c0299bc0f59a7f157b22ef429,,1990,ACTIVE,Prepaid,Tier_3
c531116c0299bc0f59a7f157b22ef429,Male,1990,ACTIVE,Prepaid,Tier_3
f4e63283207f02654c012fb0aab85f0a,MALE,1982,ACTIVE,Prepaid,Tier_3
923a5f9229f00f3e565cac2813efe3c7,Male,1990,ACTIVE,Prepaid,Tier_3
09e86f947ce8c7cbe5d51483b93279da,Male,1986,ACTIVE,Prepaid,Tier_3
c53715e865974429065e7485b275597e,Male,1982,ACTIVE,Prepaid,Tier_3
c16c352d43923744db78ac4d27393283,Male,1967,ACTIVE,Prepaid,Tier_3
af3e0a7e8b5f8990aaace35c22df4911,,1988,SUSPEND,Prepaid,Tier_3
af3e0a7e8b5f8990aaace35c22df4911,,1988,ACTIVE,Prepaid,Tier_3
a369427caf5f85381349b362a4f86dcf,Male,1993,ACTIVE,Prepaid,Tier_3
a939fe71b5ef93154be56fe3e793ffb6,Female,1970,ACTIVE,Prepaid,Tier_3
d5336ca55da691fa11f362974aab226d,Male,1977,ACTIVE,Prepaid,Tier_3
e17be0adac62f7c67230c1ea48289fc3,Male,1983,ACTIVE,Prepaid,Tier_3
97d99637db3e743865c2790cb2aaa87a,MALE,1983,ACTIVE,Prepaid,Tier_3
bd04fc62bf1d20ddaf69ad0f6268d410,FEMALE,1971,ACTIVE,Prepaid,Tier_3
ef1ccf9cbc5c2cb9e0b4705c8bc56572,Female,1988,ACTIVE,Prepaid,Tier_3
48174f3b6ea8323bd230238b1ea5d15a,Not Available,1995,ACTIVE,Prepaid,Tier_3
3c7b3036e22863fdbc19d93643448112,Male,1975,ACTIVE,Prepaid,Tier_3
d9070879dc627f0cd65d251bbb05240d,Male,1983,ACTIVE,Prepaid,Tier_3
067a2daed1c1cf7f1d601bd92174ade9,Male,1978,ACTIVE,Prepaid,Tier_3
c640bea2c4a244084f4486d65ea2d608,Male,1997,ACTIVE,Prepaid,Tier_3
417ca74afdef13e6f02b2631fea146d3,Not Available,1969,ACTIVE,Prepaid,Tier_3
08da9b0b8670662068b31413b5d75267,Male,1990,ACTIVE,Prepaid,Tier_3
30e32df83e681995206e45f56b2373b6,Not Available,1983,ACTIVE,Prepaid,Tier_3
f9f14d6db28e866c6c697333f1e8c62c,Male,1967,ACTIVE,Prepaid,Tier_3
3c898b9d57337c73ab0618ab98f2d827,Not Available,1991,ACTIVE,Prepaid,Tier_3
84c756a5b2191be9008e543d4f3972b4,Male,1985,ACTIVE,Prepaid,Tier_3
6aad49d36aaef366c92afade96595015,Male,1995,ACTIVE,Prepaid,Tier_3
b3221e2ff1b5a65a36784a1070cf922c,Male,1978,ACTIVE,Prepaid,Tier_3
a4e0ed7fde8ac855c38cb006dd50794f,Not Available,1972,ACTIVE,Prepaid,Tier_3
774fb8f41d2f78bb84058e048da009f6,Male,1992,ACTIVE,Prepaid,Tier_3
9d3c0e80de8782b09b81d2c0cfd0a826,Female,1982,ACTIVE,Prepaid,Tier_3
596822c74658696ca7a33b65eaf3ab2a,Male,1964,ACTIVE,Prepaid,Tier_3
8383827235b3c538342fa4f48439adf4,FEMALE,1984,ACTIVE,Prepaid,Tier_3
972589f8175335472ca423c0e07d1c4a,Male,1998,ACTIVE,Prepaid,Tier_3
66b1a8c7dd5bb25b9111e3d2a519fe13,Not Available,1958,ACTIVE,Prepaid,Tier_3
3ca9d17c411163ff5bc93a816892b2b1,Male,1973,ACTIVE,Prepaid,Tier_3
39c8fe56783c84c5fcca354cf54c2a68,Not Available,1983,ACTIVE,Prepaid,Tier_3
a54cad5beb9adeb7c86aab2c582b4f2c,Male,1997,ACTIVE,Prepaid,Tier_3
af1ed24de6708b5d0dcfdd22569be738,MALE,1997,ACTIVE,Prepaid,Tier_3
a384501a3a2d33dda6223883a8234f20,Male,1996,ACTIVE,Prepaid,Tier_3
ca424598abde7d6e701cfd950637fa9a,Male,1979,ACTIVE,Prepaid,Tier_3
bedef15de4ea8d9eb9c4e688a6914d2e,Male,1972,ACTIVE,Prepaid,Tier_3
98600bad02c0d2ee8c3079e52ca1b6b2,FEMALE,1988,ACTIVE,Prepaid,Tier_3
f192f41831663163b6bf4f075cdf0c75,MALE,1986,ACTIVE,Prepaid,Tier_3
44d2f0822dd34db8dc40ee0a2f35c9e9,Male,1985,ACTIVE,Prepaid,Tier_3
ae2b1b83a25e353527510c7d554b7993,Not Available,1992,ACTIVE,Prepaid,Tier_3
35785486c33a633ed6d48e30599130a5,Male,1982,ACTIVE,Prepaid,Tier_3
103264b8a810cdb8f94c721fac142950,Not Available,1978,ACTIVE,Prepaid,Tier_3
ee2faee8d1dbf543aa85191b7178c45b,Male,1976,ACTIVE,Prepaid,Tier_3
91a9facb2f99a27a00e958aeab63acb6,Female,1978,ACTIVE,Prepaid,Tier_3
e7928adff15c91e7abb1d2031a229154,Male,1992,ACTIVE,Prepaid,Tier_3
fce846d1fa75727a19240b2634e1ef7c,Male,1987,ACTIVE,Prepaid,Tier_3
37863497cd654b5488fe86c67594b01e,Male,1984,ACTIVE,Prepaid,Tier_3
1a4450d3e782c4cd6b789fc9dd950432,Male,1989,ACTIVE,Prepaid,Tier_3
670aa804f7f0e482b9ea75124fa1c193,Male,1995,ACTIVE,Prepaid,Tier_3
06c337246703b2ab63422201de112896,Male,1995,ACTIVE,Prepaid,Tier_3
7867a0931d41b51f817e6d5c1c981eb6,Female,1987,ACTIVE,Prepaid,Tier_3
fd3af054322be7888200f52e1b3c69f2,Male,1994,ACTIVE,Prepaid,Tier_3
50e70697daa76d58b7867673c8297f20,,1963,ACTIVE,Prepaid,Tier_3
50e70697daa76d58b7867673c8297f20,Male,1963,ACTIVE,Prepaid,Tier_3
c3bd561b1e83b5d8d53a06eb6c960965,Male,1998,ACTIVE,Prepaid,Tier_3
6d756f8b4ae46236d1e484dcc3866a31,Male,1992,ACTIVE,Prepaid,Tier_3
97b19a269bf64de0db3f34a6218861bc,Male,1988,ACTIVE,Prepaid,Tier_3
23a437e8af50aacf31e94c34bb687dcd,Male,1978,ACTIVE,Prepaid,Tier_3
fe57ed4626db0f612b6aeb9f581e060a,Male,1983,ACTIVE,Prepaid,Tier_3
cb9bd708e3b82bb7807d9bda9cee17bd,Male,1998,ACTIVE,Prepaid,Tier_3
e0e34d51e4e3e86510106029621facf5,Male,1988,ACTIVE,Prepaid,Tier_3
8e75087935253ea8ea345eff2acdcb82,Male,1979,ACTIVE,Prepaid,Tier_3
42731e93f5ded446c2faee58b9f3f5b6,,1987,ACTIVE,Prepaid,Tier_3
42731e93f5ded446c2faee58b9f3f5b6,Male,1987,ACTIVE,Prepaid,Tier_3
8192699669cb5aa8b776c9b858bdf08a,Male,1990,ACTIVE,Prepaid,Tier_3
85d047ea40dc0ebdade01fc06017b4b9,Male,1975,ACTIVE,Prepaid,Tier_3
4af035f69b6fba6fe3cc90461966e19e,Male,1998,ACTIVE,Prepaid,Tier_3
5656267357f31152707632b2c9773f70,Male,1979,ACTIVE,Prepaid,Tier_3
94aada132c3727218daae3d0db373890,Male,1971,ACTIVE,Prepaid,Tier_3
3ece4363711296302b4336997850c8ed,Male,1992,ACTIVE,Prepaid,Tier_3
4a57c39aaa85c9d25cf748501aad559a,Male,1979,ACTIVE,Prepaid,Tier_3
2674f4fbe6a3caca72ebba0ff3412be8,Male,1994,ACTIVE,Prepaid,Tier_3
316ee94bcb5fe9df0f2596b007f43207,Male,1992,ACTIVE,Prepaid,Tier_3
805423ba4460f8fb0b646839380509fc,Male,1978,ACTIVE,Prepaid,Tier_3
8446416f19ef2da88b08da42f3ee1326,Female,1994,ACTIVE,Prepaid,Tier_3
4826583f777afead792b47093ab68119,Male,1996,ACTIVE,Prepaid,Tier_3
5baf0fcd579933c8d8885be73b11e063,Male,1980,ACTIVE,Prepaid,Tier_3
9e2017a723effad4a355ba33cff2b9cf,Female,1981,ACTIVE,Prepaid,Tier_3
a25c3c5b7ff28e09e5fd74521ea37c0f,Male,1997,ACTIVE,Prepaid,Tier_3
848904f772fbe9d3bdb423aeaed7897f,Male,1978,ACTIVE,Prepaid,Tier_3
8226e7a9b5f66ef3399247529d2fbe4b,Male,1997,ACTIVE,Prepaid,Tier_3
0a1a394d48963b7b267e6c992f74ead8,Male,1994,ACTIVE,Prepaid,Tier_3
05109b4ea1d247af9d3154c0b4e48e27,Female,1986,ACTIVE,Prepaid,Tier_3
bb69adc64b29b0f45a229f2ab9ea6062,Male,1997,ACTIVE,Prepaid,Tier_3
b960d29aa807db8a7b95597b5838813c,Male,1994,ACTIVE,Prepaid,Tier_3
cf1e788c56b7ac1c79c8eff8d4874033,Male,1966,ACTIVE,Prepaid,Tier_3
4e0c0a53bf6fc13602560ffb381fd4fa,Male,1988,ACTIVE,Prepaid,Tier_3
e8a67f7a1e26b79319499567344a819f,Male,1990,ACTIVE,Prepaid,Tier_3
f0719a2d0c1c8be46b45d209d7a45428,Male,1964,ACTIVE,Prepaid,Tier_3
6b47ce1326b8c2eb04f418c9a00ac265,Male,1988,ACTIVE,Prepaid,Tier_3
23b258ca376bef6b5f30d2444eb40847,Male,1993,ACTIVE,Prepaid,Tier_3
1e0b0a41a3de6533b8be4b0d17e77734,Male,1988,ACTIVE,Prepaid,Tier_3
efd6273d803d75551effdbc5225d5006,Female,1947,ACTIVE,Prepaid,Tier_3
74e9d047860225b63497504d2637c9d9,Female,1984,ACTIVE,Prepaid,Tier_3
13285607b0bc1e6bc6edfa8f416f641a,Male,1965,ACTIVE,Prepaid,Tier_3
eddc6082ac41caa18108184b53d03bbe,Male,1992,ACTIVE,Prepaid,Tier_3
87e1ef31b2b13bde57fe7bc39beb1910,Male,1983,ACTIVE,Prepaid,Tier_3
87e1ef31b2b13bde57fe7bc39beb1910,,1983,ACTIVE,Prepaid,Tier_3
45bf4457615b8f1be3c9a6ef3dc2367c,Male,1975,ACTIVE,Prepaid,Tier_3
f413e3dba065cd2c986c5c072e6d8fd9,Male,1983,ACTIVE,Prepaid,Tier_3
ce671ef2c939c2c1bc322030bc37e9c2,Male,1982,ACTIVE,Prepaid,Tier_3
458c5685d084a86f8bc206df37750563,Male,1957,ACTIVE,Prepaid,Tier_3
beeeddb18241469c696609bd98789bbd,Male,1985,ACTIVE,Prepaid,Tier_3
4c7bcef7edc4b644d62a8e657e6e9707,Male,1987,ACTIVE,Prepaid,Tier_3
610013dc8cc3d45531c9fe36087116e6,Female,1993,ACTIVE,Prepaid,Tier_3
ef9f2e3fb95478daa50952342e3d87cc,Male,1982,ACTIVE,Prepaid,Tier_3
a8e6e26559490696b6fe9461cdc9ccd3,Male,1963,ACTIVE,Prepaid,Tier_3
ca3f5ff80b5bd163eac60aa966552d49,Male,1989,ACTIVE,Prepaid,Tier_3
da3c78ab0e4d32f4d6a9fb182d53900d,Male,1982,ACTIVE,Prepaid,Tier_3
9d0f7a4039cf6db66722a0211e6efe25,Male,1992,ACTIVE,Prepaid,Tier_3
9917fe730e706b228cf639615cdd0f59,Male,1985,ACTIVE,Prepaid,Tier_3
898509c6dfbf1a55d9a7266d9e7bb68d,Male,1994,ACTIVE,Prepaid,Tier_3
ff9653ab3e131dc9b68a079fdee6ac5a,Female,1989,ACTIVE,Prepaid,Tier_3
dabac416fcf504345ac7eefa51d57984,Male,1990,ACTIVE,Prepaid,Tier_3
02f6bd76f416703cec3b62c09d9274fa,Male,1970,ACTIVE,Prepaid,Tier_3
ca387515a1ab133288507a183fbf83b8,Male,1964,ACTIVE,Prepaid,Tier_3
44a6a475edc6dcac488f4dc97aaa5f00,Male,1991,ACTIVE,Prepaid,Tier_3
dd455df44504990a5e9b2b96a7b2ef1e,Male,1982,ACTIVE,Prepaid,Tier_3
ad7a71722ff993d4e5dbec7b8fe26035,Male,1988,ACTIVE,Prepaid,Tier_3
9c0d2d1d7d3d5a0e51c9bd71ed6bbba6,Male,1983,ACTIVE,Prepaid,Tier_3
5616a37f07ba6daf4fb1adddccc79888,Male,1979,ACTIVE,Prepaid,Tier_3
63310e0a413b8df5161ac27544b19701,Male,1988,ACTIVE,Prepaid,Tier_3
1bcf752cf44e8c55da0ede6f46b13f70,Male,1970,ACTIVE,Prepaid,Tier_3
3ed6d6150917745b71ff44e73e681acb,Male,1989,ACTIVE,Prepaid,Tier_3
78ec759d87e4b1b90bd50e3e028f3d38,Male,1971,ACTIVE,Prepaid,Tier_3
71a249bccdea840038ff08ce94d6ae12,Male,1976,ACTIVE,Prepaid,Tier_3
4d0df4f0b24f7a94c68defab51d95ba8,Male,1984,ACTIVE,Prepaid,Tier_3
1ad9fc5b1eb55cee6ec21d6e4d84d714,Male,1985,ACTIVE,Prepaid,Tier_3
72816db7460cce84f65cb872e3dfafeb,Male,1966,ACTIVE,Prepaid,Tier_3
6479c4db58a1a0acf8673ead51a90910,Male,1990,ACTIVE,Prepaid,Tier_3
3d7f0b9e46235c7e5c8f553964c4b27f,Male,1987,ACTIVE,Prepaid,Tier_3
b26f4e0ca9afa9c34c9e995a176d60ca,Male,1975,ACTIVE,Prepaid,Tier_3
a264bd92d592819667a838d2162b4e5b,Female,1984,ACTIVE,Prepaid,Tier_3
70ee236e12f5140766949cefa774d673,Male,1988,ACTIVE,Prepaid,Tier_3
03056a3021a26c85bb6b340c7961fb51,Female,1977,ACTIVE,Prepaid,Tier_3
136f1d484f644a349d55857f12d1f7a4,Male,1992,ACTIVE,Prepaid,Tier_3
03041ba66d06fb67a2416c5fe34c61bb,Male,1982,ACTIVE,Prepaid,Tier_3
e2c0effacb1f425f3a86404c82268bb7,Male,1972,ACTIVE,Prepaid,Tier_3
5b8be9bef153308f8e2df46c73952cfd,Male,1985,ACTIVE,Prepaid,Tier_3
a0ccaae077e050f7ae67950d04ff3f44,Female,1973,ACTIVE,Prepaid,Tier_3
d8832d235bae6a0cd4f7283481da6f2b,Male,1989,ACTIVE,Prepaid,Tier_3
126dbdaf6e24819c67ab278d91e85329,Male,1977,ACTIVE,Prepaid,Tier_3
4d9d0824c2c186ddf0904c36b2e247c6,Male,1996,ACTIVE,Prepaid,Tier_3
f12f3b202464c2d125f56cc5883e4d67,Male,1989,ACTIVE,Prepaid,Tier_3
b937c7f67b0be2c84c3e2056574baf7e,Male,1988,ACTIVE,Prepaid,Tier_3
86589c30b6ae28d4ff18e00702004af2,Male,1995,ACTIVE,Prepaid,Tier_3
86589c30b6ae28d4ff18e00702004af2,,1995,ACTIVE,Prepaid,Tier_3
2ae744626219b45f766cde735f7c2643,Male,1999,ACTIVE,Prepaid,Tier_3
8c82c5b34e565660be3efc99c8b4a182,Male,1975,ACTIVE,Prepaid,Tier_3
7aaad9f856933054e8af843ab957b286,Male,1984,ACTIVE,Prepaid,Tier_3
6f4dde3afcadf42ff2889a15d5972335,Male,1974,ACTIVE,Prepaid,Tier_3
c2304e9512ea0d72af75860975f2066f,Female,1962,ACTIVE,Prepaid,Tier_3
63f7c07c331e05567905b1476ce25fe8,Male,1993,ACTIVE,Prepaid,Tier_3
734c8f74c4f9f37d91f3a8c0f93ebc66,Male,1993,ACTIVE,Prepaid,Tier_3
7a798ad363b40f1f06cc8e6da8c082f9,Male,1993,ACTIVE,Prepaid,Tier_3
ad186eec0df8e2727caa7cdc5903a272,Female,1992,ACTIVE,Prepaid,Tier_3
ac99466a63cc3330c09a9f4914bff70f,Female,1984,ACTIVE,Prepaid,Tier_3
7732480afc27858948508fd781a81ca6,Male,1986,ACTIVE,Prepaid,Tier_3
7732480afc27858948508fd781a81ca6,,1986,ACTIVE,Prepaid,Tier_3
357c03cc5271fd38695807c1ea3b6555,Female,1994,ACTIVE,Prepaid,Tier_3
a72583e67d463ce9dbf67d0a5fb05f06,,1988,ACTIVE,Prepaid,Tier_3
a72583e67d463ce9dbf67d0a5fb05f06,Female,1988,ACTIVE,Prepaid,Tier_3
6d3df3e30015feac7965468007c3b38a,Male,1985,ACTIVE,Prepaid,Tier_3
4063094613f1f2ab16a30e6f4cf45468,Male,1992,ACTIVE,Prepaid,Tier_3
492f59fe9dab8c970bf6403a972efa86,Male,1983,ACTIVE,Prepaid,Tier_3
fe65812fe769ccdcccc2f6708b7d0e4a,Male,1977,ACTIVE,Prepaid,Tier_3
3a727020f7fa9d8dd2c2849dd504d0ef,Male,1993,ACTIVE,Prepaid,Tier_3
5dcd6ea6ede4621592a520696b3d7adf,Male,1988,ACTIVE,Prepaid,Tier_3
5dcd6ea6ede4621592a520696b3d7adf,,1988,ACTIVE,Prepaid,Tier_3
0c1c99a56bc2b1bd38691210a27e0587,Female,1967,ACTIVE,Prepaid,Tier_3
96ad26f63815ed6215eef8757796d7d9,Male,1975,ACTIVE,Prepaid,Tier_3
8362d7c14b743da099fb7fb516c1f39a,Male,1985,ACTIVE,Prepaid,Tier_3
513540a2a5a049508079131dceb9fba1,Male,1969,ACTIVE,Prepaid,Tier_3
ec9d286c053fb3a6759a6dae0af9dd87,Male,1987,ACTIVE,Prepaid,Tier_3
83d4692d64dd3cae33edb81d3000b598,Female,1973,ACTIVE,Prepaid,Tier_3
2d8b429c56222390f52c4c5c88501d9f,Male,1983,ACTIVE,Prepaid,Tier_3
d7622ad02dabc32548aae5ceb9438439,Male,1964,ACTIVE,Prepaid,Tier_3
97326144b89bd6c3ae02cc943851fadd,Male,1977,ACTIVE,Prepaid,Tier_3
9c73668d26c7412dc02a1633a8fa3ac0,Male,1992,ACTIVE,Prepaid,Tier_3
c2196d4acd989e134861ed0fcfa726ff,Male,1984,ACTIVE,Prepaid,Tier_3
1e2784ca89f7e7490d24c6231d1e54c3,Male,1994,ACTIVE,Prepaid,Tier_3
649091a91e9b3504060ba709c6b6871f,Male,1965,ACTIVE,Prepaid,Tier_3
c57249ee1422154189dce1020bd1f1c5,Female,1972,ACTIVE,Prepaid,Tier_3
e188ebf00bd0ef0b2367e7ec36babfc6,Male,1985,ACTIVE,Prepaid,Tier_3
f3456e18c1aac21ea5e910c4917a300f,Female,1974,ACTIVE,Prepaid,Tier_3
49c46fa5603b41a0c63b0e2f0b06213c,Male,1982,ACTIVE,Prepaid,Tier_3
f37c8f2962843aa88486e5ca78a9cbfc,Male,1989,ACTIVE,Prepaid,Tier_3
8fd68625189a7278ddd71095c8574745,Male,1998,ACTIVE,Prepaid,Tier_3
7189155be336475983eb9b3176329985,Female,1982,ACTIVE,Prepaid,Tier_3
de8bb02b99d8076123771252115aee64,Male,1987,ACTIVE,Prepaid,Tier_3
33ebfefc527dcf770605ee07a8d3d95b,Female,1952,ACTIVE,Prepaid,Tier_3
a3d44628f388a48abcca4bb028952659,Male,1979,ACTIVE,Prepaid,Tier_3
c64fd001174b953a0d6d53e99898e8c8,Male,1980,ACTIVE,Prepaid,Tier_3
0e9c58fa76708b29cc1e0f7aafb3bb00,Male,1985,ACTIVE,Prepaid,Tier_3
78b1c009c211aa26db06b4659216df9d,Male,1985,ACTIVE,Prepaid,Tier_3
a39a387d7cfd1b91539449bee9e0022f,Male,1979,ACTIVE,Prepaid,Tier_3
a881100498223c21677669cf8deccbaf,Female,1968,ACTIVE,Prepaid,Tier_3
fc46d7acf847c687dd44d74b07da63b9,Male,1992,ACTIVE,Prepaid,Tier_3
4e59e7df4c7edb7e15b4239d8842bda2,Male,1991,ACTIVE,Prepaid,Tier_3
9049f6cdb3e3625ccd42a553793b620e,Male,1984,ACTIVE,Prepaid,Tier_3
3e5df78b7e61c6b6bfcd3b5e012c56f1,Male,1988,ACTIVE,Prepaid,Tier_3
92f711210cb76f49cf2896e102528117,Male,1970,ACTIVE,Prepaid,Tier_3
0cc177b3d695ee685091d259a9308aa8,Male,1992,ACTIVE,Prepaid,Tier_3
7979d4ff20ee254b3383763be7d59925,Male,1980,ACTIVE,Prepaid,Tier_3
4c37c761836073273d912d90ec9bf489,Male,1990,ACTIVE,Prepaid,Tier_3
cf08f32aa3201264d5d176b3dc86d228,Male,1977,ACTIVE,Prepaid,Tier_3
cf08f32aa3201264d5d176b3dc86d228,,1977,ACTIVE,Prepaid,Tier_3
f87e5ca0236c9efd98eadb7a8a00908a,Male,1990,ACTIVE,Prepaid,Tier_3
f87e5ca0236c9efd98eadb7a8a00908a,,1990,ACTIVE,Prepaid,Tier_3
adc6a4eb133966f72cc5e25104250204,Male,1960,ACTIVE,Prepaid,Tier_3
ed09827e6932999c5bf8e8190a00b06d,Male,1975,ACTIVE,Prepaid,Tier_3
2660fc83b0fd0bb9e9a531ec61198a29,Male,1978,ACTIVE,Prepaid,Tier_3
72da6ce4789a1782b0797ba06b5e7bc3,Male,1988,ACTIVE,Prepaid,Tier_3
d447a7408886337700d775672659501f,Male,1962,ACTIVE,Prepaid,Tier_3
451a77994f024c92ffc117b8008a6331,Male,1978,ACTIVE,Prepaid,Tier_3
28b973cf93da86a6605f15f557f3bf37,Male,1985,ACTIVE,Prepaid,Tier_3
037ed9c2e9f9cc3940f9a0d73e97a1a6,Male,1998,ACTIVE,Prepaid,Tier_3
f7d4b4d0ff26948eda6bb5ff8b856f6e,Male,1982,ACTIVE,Prepaid,Tier_3
e08be71fab733f692a4620925c3eada5,Male,1982,ACTIVE,Prepaid,Tier_3
658ae27c4ca6365837671374ec6ac3c8,Male,1984,ACTIVE,Prepaid,Tier_3
7c4d11cf0cf1b42609b5031c9f5d2b0b,Male,1986,ACTIVE,Prepaid,Tier_3
b978946299e9b0140846ebf91837e263,,1962,ACTIVE,Prepaid,Tier_3
0fa61d70f8f74c5dd847da6b74d11ed3,Male,1979,ACTIVE,Prepaid,Tier_3
01018ed94a1c5d56335bab337e82b01c,Male,1995,ACTIVE,Prepaid,Tier_3
7f1cfc768f6748f2359c8138c47dc8a9,Male,1969,ACTIVE,Prepaid,Tier_3
e1717c53db20aab7c33d9287d118d0fa,Male,1977,ACTIVE,Prepaid,Tier_3
6b8ee86e6b59e56b1d4f271a4cf5b880,Male,1979,ACTIVE,Prepaid,Tier_3
7505666f908c24ca8dfd9d872610c715,Male,1993,ACTIVE,Prepaid,Tier_3
6a8a77f5b0b29f53f4b0920bac209ced,Male,1977,ACTIVE,Prepaid,Tier_3
095d8c698cdd0f19a948e37f29929c7d,Male,1990,ACTIVE,Prepaid,Tier_3
7f40beabfc700744420cfe78e49612d8,Male,1991,ACTIVE,Prepaid,Tier_3
5af84ccf290d9e575bbabe782064e6cf,Male,1994,ACTIVE,Prepaid,Tier_3
0714fd223b2e8c1b9f037b4796882728,Male,1993,ACTIVE,Prepaid,Tier_3
eafd859d76ded74bf5b537d33e78a63a,Male,1973,ACTIVE,Prepaid,Tier_3
5a1c36e073e6510fda5014bbfd754fc7,Male,1983,ACTIVE,Prepaid,Tier_3
8126fa7904ff8a22d6f110bdc3ed5b83,Male,1947,ACTIVE,Prepaid,Tier_3
27c9068ffcc68ca35adc4b730339bbb1,,1957,ACTIVE,Prepaid,Tier_3
27c9068ffcc68ca35adc4b730339bbb1,Male,1957,ACTIVE,Prepaid,Tier_3
96ecb8947497da05c106cb27e88b4d18,Male,1994,ACTIVE,Prepaid,Tier_3
5b6d7a4c989305a57a86005b0509dcfe,Male,1997,ACTIVE,Prepaid,Tier_3
81962131415104e63a5355df259fd7c4,Male,1973,ACTIVE,Prepaid,Tier_3
edc561268f301836ec598882499be56b,Female,1971,ACTIVE,Prepaid,Tier_3
0de8ef5e9d236593cf5ec9544b4fc523,Male,1989,ACTIVE,Prepaid,Tier_3
1badcfc2ef252b7fd27d76e0ffad81f6,Male,1995,ACTIVE,Prepaid,Tier_3
0d42f96dab1a10c559382ce5d1ac3d7a,Male,1988,ACTIVE,Prepaid,Tier_3
31339d68a39161c05d029f77885c87c2,Male,1981,ACTIVE,Prepaid,Tier_3
09b98e581f5cdc11c3dfa8059cf31d50,Male,1988,ACTIVE,Prepaid,Tier_3
25d4250d9cfc867baadf2489d6a5add2,Male,1989,ACTIVE,Prepaid,Tier_3
1a1b58742472963edb06d9b1911d669a,Male,1992,ACTIVE,Prepaid,Tier_3
