msisdn,imei_tac,brand_name,model_name,os_name,os_vendor
9ecb4cd186305f92def47435e7e60c8f,ec4c0e4ab47a0fc2648b7abdad304f38,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google
30dee6092230bfbd85d28d231e71d04f,0fab16856e5a6b89589caf3f857af7ac,HUAWEI,Y3II (LUA-U22),Android,Google
cbeb2beac2874b549ada78d2ee3b9dbd,8e28342eaab27672432805fad2482425,NOKIA,150 (RM-1190),,NOKIA
eab042520b22ce58a1a01aa884de3ac3,996c1b244d2b92d0156c92552f2c9817,ITEL,IT5320,,
b29e88a819ba6b17aaebec3373617556,5493b28347d0993bc575826285d66379,STYLUS,R12,,
e71dc7ac384f826cf6764b48f85f9e56,5854d3ca1fdc3192adba4c3b8d00e434,KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS
553940b37a9d7e97c1daae2615231878,60399f81da527e2c53ff389892f01d79,SYMPHONY,I20,Android,Google
5367f6fc81e41a78c80c78a08b9995f0,576805f552c6237d1f2792167ed16e0d,SYMPHONY,"D26, W128, W71I, W70Q",Proprietary OS,Proprietary OS
5468b5e1f9e2868a1a5dd0147a4b5ae4,2f63b5598d57d267b61ef57005406a03,SYMPHONY,D52J,,
ec5439e0b85012a4b75af347282a4357,1098bab5bc43a68a3669287afac1a083,SYMPHONY,D91,,
3651cf852db17e4501282c286e5d0e1b,25307c186dfcd86916eaae1a88239369,WINMAX,MH23,,
4aae230c74a68337793e787c79132928,39d5fd87777c9c54cb6268ca37490be3,G-PHONE,G555,,
e4755d771dd806b88629e0de3e14d1e6,40d5fbe8b41a5f8ea3ca6ffbbfa07e84,APPLE,IPHONE 7 PLUS (A1784),iOS,Apple
2050834ad4c6c04cf0ae777b1a369b56,b7b68b75729c9b67b571f731b561efdd,KINGSTAR,"M,8,10 (M8,10)",,
31892b8d1614836965414022149a8ef6,941bd15e87d374f86189d34df7aec952,NOKIA,105 DS (TA-1034),Symbian OS,Symbian
07726c817fedecfe832a2c74a757d658,1acf2e69695b9ac369e112d0f9e18419,WINMAX,"WX82 WX83,WX90,WX91",Android,Google
6d829952e9a078662876956f073738b2,60399f81da527e2c53ff389892f01d79,SYMPHONY,I20,Android,Google
8e4c360660743db556564744b8f97f9e,7664583ddfadb8d4f537ccedaed08186,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
e2da00a8c6692257cbcc9ddedb80726e,d915e5a30e209e1530b8d87eff99b2a9,SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
7f35ed0c1089d030af46d6ccb987f4a9,0ea0feafb4fcbad1e5462a95cc2126bc,SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google
85e9bf34a0e8bebe96704a00d5277b9d,5854d3ca1fdc3192adba4c3b8d00e434,KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS
5be0e336c8683d8a3c159bde18ec46a9,6a48919dcc8b09577b818aaea35b12f1,WALTON,PRIMO G7,Android,Google
b208fe73518d482d29a6de6a82350365,1acf2e69695b9ac369e112d0f9e18419,WINMAX,"WX82 WX83,WX90,WX91",Android,Google
f1e3dfccac8f5b56d1be83b79a0661d8,cd513587bfcc7c7b7a5928e7bc7c196e,SYMPHONY,L23,,
42d384d0a6eb50f2dc7ac77be35215c8,ab1b3cbc09963e08c4b5700e4dbe7a64,SYMPHONY,B21,,
a9ddb0ab2e7ac9961ff834c47d735e13,bc9db785c3d722da1de1b9a2ddd5f76d,SB TEL,"SYMPHONY T62, S99, T55I, X99, X111, S111",,
4048fd33463a9376d379e497e344098e,2de99a5960ab56c50e2a090bd25cb591,NAMIRA,WBX-2,,
1f5bf051ab0986f27af68c0ff168ce27,f16733a2b000319dce737c7d416425b1,SYMPHONY,D22,,
818ff1d69edb646f8e064122606d6362,8909fd163cf8c8b98b23f88c18b3ebe6,XIAOMI,MI A2 (M1804D2SG),Android,Google
e8c03ad38805a6d0d782cd48ed58d4c8,367e80f39409e2c655717835447ce936,OPPO,CPH1801,Android,Google
99ea92ac4f9d4a0708b9e3ddddb57da9,748521fc6047b48b98123b406f8fd433,SYMPHONY,B12I,,
51299d0f45e814afb08f46fe5e632f74,0ea0feafb4fcbad1e5462a95cc2126bc,SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google
2bb1ee90b71a1b6ac86de9b1dd55f54e,bd7ef4374623b2ae82b617770751fbe4,SAMSUNG,GALAXY GRAND II DUOS (SM-G7102),Android,Google
e205d65e5dd27709bad875c81d549679,9e60f606173374f1d557deb68f3bfbb5,WALTON,OLVIO ML9,,
3479050d2096afb14054e98ddb37325c,8fe3f80010b48a843ff4a001ab95941b,,,,
48660c9658dbf08a25ce63af0847ca11,3e6f5434b1b95800d8ab6e87c729cc62,ITEL,IT5622,Proprietary OS,Proprietary OS
629564de061ff0f4cd43235d62c326fa,ad64368ee3ee572f421dc2029b5766c4,WALTON,OLVIO L7,,
0a16fe1f6895d94f84156c586f2bb439,419e3a7089648a1a01b7322673c2f24b,MAXIMUS,M87,Proprietary OS,Proprietary OS
c67c53f84e944ce134d410d0f8201879,778d69b54f618e1214dc46e8a0d9a7b9,LAVA,IRIS 505,Android,Google
9a7e82b508af7bdb0eb8550e698c0ebf,472357714ec6131c1db18838dbb90ac1,KINGSTAR,"M4,X1",,
74225f820ac46fc9360ef2e599d0dbbf,b498ace3dff35d82a5e400d889efe4e4,NOKIA,110,Series40,Symbian
7dfba6bbbec3d40b486a0b6153017082,3a61cbece648e4fc0a2bd6017471c4fb,ITEL,S11,Android,Google
caeb556375be3d944c04358f4a2963a6,63d9952a18a2b5f754dfbbef9c2d69ca,NOKIA,"101, 1010",Symbian OS,Symbian
3698cf9156f4aeb76c4b0305a23d87b2,719dad9693479ecfca3058467cdcbd7d,LENOVO,VIBE C2,Android,Google
82043b45c06ef5e9bddcbf3e16310170,2d005b2e125a1859e675cdb2dec3f1db,ITEL,IT5600,Proprietary OS,Proprietary OS
030913f0721a803e93e1abe03c59036a,4f27b23e6f046de5932f675bea1b0d85,NOKIA,E63,Series60,Symbian
505630be3f2b865ef24422bba6547626,748521fc6047b48b98123b406f8fd433,SYMPHONY,B12I,,
65edf9269ba1c31f5652525c40e9a7b3,4dc63dfc2d8f26a422a225c0fa077685,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian
7bbccc4200ba78a5f476c26803efc18d,7b1fffaeb3aeb53c2182b52acc585c40,SAMSUNG,GALAXY J1 ACE DUOS (SM-J110F DS),Android,Google
9ad99c9f85fd7c6e8d544b320bf069a8,d34a89dff484593bb0e267826c5d342f,SAMSUNG,GALAXY CORE II DUOS (SM-G355H),Android,Google
2c24486259ada21311f32768754da1c8,3a017d991e5d6b8d30a4bfb4152b1b34,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
1c29c631a927be1710a43488f6340465,89a96358107c18f696a84fc17b5316c1,SYMPHONY,D54I,,
6365dc573d66dfd6cff0a383b0451416,63497efe88a050a2c4bf33d563d21172,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google
6d6998be0ca8707de34ede3206798827,88e581b67db0c460c8ba66bbec4d0f7f,SYMPHONY,"B9, FT34, B11I, H50",Proprietary OS,Proprietary OS
f1d47c06726bbb49b571ebf58393d135,e67ffc9914152dda4ac8eed6e410db79,SAMSUNG,GALAXY J5 PRIME DUOS (SM-G570F DS),Android,Google
ed8318b44d0d381869f7772936f25a54,63cefb18a430f513fe870dad4e0cee75,MICROMAX,X904,,
9cbaf9b1e791a3f28ebfc33a54c09059,87aee9418e2ddd5e76ed242469ca98eb,WALTON,"PRIMO NX2, G6, D6, GH4, E5",Android,Google
ea78e1f6a136f302eda0b0d77dccd5b1,59301b28d57c11b9cfa23576ab5aca8e,SYMPHONY,V90,,
1e2f408119b4bbbc74579a0d777040d4,f9676f4bf10656cb09c76511cfd9862d,LAVA,ARC 101,,
dbc5d677b7bf82a373b15d086904a1c7,e4689599e66e0a454e76a7ae8d67d31a,SAMSUNG,METRO SM-B350ED,Samsung OS,Samsung
28d4f6654e71ee59ef3da12926323f9c,5578acb2800d666d079981ab1bd7eb55,SAMSUNG,GALAXY GRAND PRIME (SM-G530H),Android,Google
d0d0117df81538becd6e784c0b66727c,d3094e99427dc83b47d7e9cae4d15948,SYMPHONY,S50,,
c979ee2257591073732d650d94952bf1,246fbe596470b86d646f790542177af7,SYMPHONY,D19,,
b8cd5597c411c9b016d6eee2366a6b81,7155883c455cef4bb72e56d3345fc986,SYMPHONY,D150,,
4b7e400f758229a421b6dcc33829dee2,4e01acca34b67fbe981830e7e9d2f686,SYMPHONY,"W67, F15, H50, B12",Android,Google
182cc791c71ad022ee0e1feafbcc1925,a35a0cec3e6bb95404d2e48d0ae0f44e,SYMPHONY,T40,Proprietary OS,Proprietary OS
b4d7cdde8edbf63a5b0eb980c1c8586c,27cec7bcf0f9233a03c510f9e911afb9,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
302184edb41671b545b847d9195e481b,99c750d0abf8bd3e646796b546b7a815,NOKIA,"1280, 1282",Symbian OS,Symbian
9bbc2a6a8ae6b7943e96632fd17082a0,c9772ba2699db7f3dbac21f261fe2969,SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google
8e91a823fe19ad70f197ce0585d44362,b88e1b31bffc2e2a6048dc215f9b6a2b,SAMSUNG,GALAXY J5 (SM-J510FN),Android,Google
281f2188e0285f4c7b04331542e61a0a,77d08ddc2ff7329e32947bf7696e3ae0,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
76827728d3e81b877e2e4de5ab2da339,e7eeedff5414a680b25b06971dfe87c1,SYMPHONY,ROAR E79,Android,Google
845d4a6e59380a5e3d5196812c416135,2d3afee08266aca3724c05fd11e84c4b,GREYMARKET,HANDSET,Proprietary OS,Proprietary OS
cd33a85f20a308bd124abe18e16720b1,996d94ee7d7b350c080dea2eed447e95,SYMPHONY,B17,,
62460d8002ab47553459b2d19e4405ca,95e468cb81dab6222c89fa80a75c5c78,,,,
0af65f24d6527acb43e79421bd802edc,142253b245f17221247e5a2a35cc8c88,SYMPHONY,L100,,
cacc2e3cf4d14bde7e9df948cbee723d,283f6f8be189373695f30a375810d859,SYMPHONY,BL75,,
f455715cc022c06618bc4ce2f1e7b5a3,3a61cbece648e4fc0a2bd6017471c4fb,ITEL,S11,Android,Google
eb9396ce4a059a4b9e62decda3a1646e,277d51052c463547475fff7612ce4ab6,NOKIA,150 (RM-1190),,NOKIA
ee33571f7c3e6d4adb1cdaaf7ba47a01,e11775bfe379d022d5714ae7e564d7f1,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
c90e1aa58169f9756ec76aa67e6cf5fa,d03a7ab9f7e78b3cba4f719a740cf139,SYMPHONY,P6,Android,Google
9e715565c1aedef36b75036ffe644247,d4245ea9296daa3e90b802c3afc5e00d,SYMPHONY,BL20,,
2228cffab1a25024a12c24a08f670701,ade0a81378b1815e52494a79af8d808a,NOKIA,1200,Symbian OS,Symbian
2bda84bdbb1685debab4094091d37dcd,c2f8b561ca9cd62563ed7c37134c6eec,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google
6b75d5e71ce234326aaf5b7e3f077ffc,1127fd401bd03ece65df2ee466f5bde3,WINSTAR,MOBILE PHONE S-5,,
fcbe6f3a344f288e4da82be3af540319,1c59df51671c7de776f6ed027dcc7b1e,SAMSUNG,GALAXY GRAND PRIME (SM-G530H DV),Android,Google
6d1ac72ae20fae84e31893016c6fdbdb,1098bab5bc43a68a3669287afac1a083,SYMPHONY,D91,,
0c1bb0c272084812133a98da6feed099,0fab16856e5a6b89589caf3f857af7ac,HUAWEI,Y3II (LUA-U22),Android,Google
b667ea29061cd460fd1c0c539d907736,1dc97fb8832b3e9d5bc5ccbec5aa1a1e,ITEL,IT5231,,
9c56466b44ae9ac992341222bc48aaff,410ceb7fc8bbd8e68d1749791df38c32,MYCELL,"BEE5,BEE6,MI9,MI10,BEE11",Proprietary OS,Proprietary OS
6649436e997bb2c2f1373ac168f13fc0,a838d0b67fc0def966d330b8e9c3f638,OPPO,A37 (A37FW),Android,Google
7ff4d6913901f075a7c52bd5fdd106af,d284da35df0f5ae63c85665c363943f1,WALTON,OLVIO L10,,
c5108150f287dd57c2755750b6396e4a,590055d813efd6392c6c6d6353f12825,AAMRA,WE V4,Android,Google
493ca3884136e128cb5b8ef152e25a91,dcc1054aa44b4aa1bc07eb0cc400107f,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
45a1301b09dc5fb13f28aefe8f4c2a03,95899d48feb2dcdd7eedab06f4663a81,XIAOMI,REDMI 5 (MDG1),Android,Google
7d3db345acbeef3c5d3c23403395432b,9f0d819fd84d23e1de10c7b3a9fe4644,,,,
7d4a6f49764f4838c9d1cffb978199e2,88f93b84d5c2d58098446ab31f4e0186,SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
1e5884db28d0433632738fd1d3ed901d,d4245ea9296daa3e90b802c3afc5e00d,SYMPHONY,BL20,,
de79645d8366a21489d3056f970ffdad,f16733a2b000319dce737c7d416425b1,SYMPHONY,D22,,
f5e3683d88adf1149e838c510992c1d2,c2596a7cc81d540efd8536153b21b9e4,WALTON,OLVIO L8,,
45e356aebef6101ea6dd4ae52610fce2,eb39caf3d85437ddd6903ccfb98ef72d,BY2,"M55, M630, P300, V202",Proprietary OS,Proprietary OS
68db72bba8021f9e5e17c6cbc755dd2a,c3681ed35b825acdd1f5040dbd0e8097,SYMPHONY,V92,,
8af7278dd1bbb137291c40a5365aa36e,9261a7120765afbb60b79e539999b024,WALTON DIGI-TECH,OLVIO L6,,
8897559ca989bfcabfeed2a9c55c032b,3fb5a9034aee80f5b3be355a4f80f18d,SYMPHONY,BL80,,
19632e2c7c1a968ac7f80172f71278f4,4ea5a9022287812055d1611e029784e7,LITEEL,LITETEL LT2801,,
14e4be5d13b5adfb5df9d3b924570609,3a2a1329c7249fa77001eedf22eb9a24,OPPO,CPH1819,Android,Google
72fc8c55dad1cf040dbf0f7a336ac3f9,225aa0364a89a3d610bdbdbc410a7bce,HUAWEI,Y3 2017 (CRO-U00),Android,Google
2d587b6eb4e3e2b20f32ef9df953183f,fe841a657cb1f16887181781ab1e29a8,ASUS,ZENFONE GO ZB500KG (X00BD),Android,Google
be595961f1d2130a2fc77f1774a114ce,2959fdcc525e80660a8e7f680eab71a9,SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google
9ad6130d5299704928e4253a6816057a,31bc1a76a37b6a4d51514454c178b07c,SYMPHONY,M95,,
81a83b896f093c4d14df1ad743babd86,1242ed30dd73d9dcc4baff152fa57ade,HUAWEI,G PLAY MINI (CHC-U01),Android,Google
3a15225113f96a5ed3b99c9ee0f12a52,3440ff03f665000a1928e4bc2fc41d57,SYMPHONY,H400,Android,Google
8ebf24f9fb09d0625952fdb83bd1e4c4,b68f15ea3c5763f94154bb91b94a1625,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
3d41c6251677ff834f5000bf0bfcf039,638748d45c096536851b5564a1122798,SYMPHONY,D22,,
b91c17fdac59df5c91f3ee7a1e9a01dd,44a20916a1e168550bc989600a31412d,SAMSUNG,GALAXY ACE STYLE (SM-G313HZ),Android,Google
a596bb659fd96ecb1e24fc690a51f967,95380d787fb3727260d37dbc3fd77641,SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google
439c100fd53bce531409f1f5ff927c95,189cdf39b720325a3c826ca7a9c0bdf3,HTC,DESIRE 830,Android,Google
ca76b4022e08916474e4dfef60992ec4,216e21a0f7e208d7a51af9d061e4d01a,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
3a45958153d252445887de98b51cbb5f,d26c33a614977c27ef20c99109bfc750,SYMPHONY,D69,,
f69d6394ce23efb1fce9c7077f9f9b9f,8b1148c1585320e75951d7e6d7bd675a,IMAM TELECOM,Y6,,
6790c7cdcb9a050a60c445c07bf78834,0bd174eaac100dcc9726aa95bd4c00f9,SYMPHONY,"V25, V55, V70, T54",Android,Google
0ab5a3e385c17fb0880815555aef5e12,f9676f4bf10656cb09c76511cfd9862d,LAVA,ARC 101,,
e90495b4b0a4cbb7bc949a89fe2d38eb,7bdb690d5b637b3d44b094a10006435f,HTC,DESIRE 530 4G LTE (2PST110),Android,Google
fe34b34a064af9181525a8f2c6b6bd91,0e6131b2ba7d5057e03cdd40264a0a0c,WALTON,"PRIMO N1, N2, D1, G3, G4",Android,Google
03571dfc926007d2a601f2a937f243a9,89a96358107c18f696a84fc17b5316c1,SYMPHONY,D54I,,
b1efc0d80a0395ffb241148267b13f6a,39514e4bc441d53388089a83cc27ac1d,ITEL,IT1507,Android,Google
44a62f3b8cbbe2a3e4bc6d199e29aee2,4e2f6649438ed0eaafd06ca947634f7b,NOKIA,"1280, 1282",Symbian OS,Symbian
f7ae14aee0c670a0afadccfa065f0844,4b4c3da3e731383ce7f580e9bfe009a3,SYMPHONY,L300,,
2e15d53fa03e535c1dfbad1432e281d1,7601573293ac56f4f7ca60187db79450,HUAWEI,NOVA 2I (RNE-L22),Android,Google
35003e064d3fc3c0738377e38a6c5b64,84009811aafdacf1f8ea38ec07b5fd1c,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
ac9245a577023074a2bee2fa26e92b0e,472357714ec6131c1db18838dbb90ac1,KINGSTAR,"M4,X1",,
4fa44da3d74437d8fc4ce09fddc3dfca,4f38c39b40e7e51d047d5caca325bd35,SYMPHONY,"T7 ULTRA, B12, P5",Android,Google
8c0115fb16c9670e5bae00e57cbd91a8,1a96f892b6b7944555e5e4454f81b1df,SYMPHONY,I60,,
859bc9f97e7f4abaed19b8ea7ad3b35b,ad64368ee3ee572f421dc2029b5766c4,WALTON,OLVIO L7,,
dc501634776c68f2e3576019b5a020ae,4a9809102e479a4f66ce6534053e95be,SAMSUNG,GALAXY J7 DUOS LTE (SM-J710F DS),Android,Google
214c3861db60ea2561da9cb8e4dda704,e6513a4f26c712dead357bbf6c6773dc,NOKIA,"105, 1050 (RM-908)",Series30,Symbian
600c443965a427d3353dfda2e3c0bc78,1e271bfa57b3eecfbf93b3f4b801d722,NOKIA,6 DS (TA-1021),Android,Google
d1461e04414cdd1e147395c55ddeed86,45b10fe6e740653b9406e93db8b7dc35,SAMSUNG,GALAXY J2 PRO 2018 (SM-J250F DS),Android,Google
5c08cb75ad0cf937699873dbb9cc9387,7619c6e7daec06cf595f5af623b25a80,SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google
b1e9ced263d27753f55c17b2bf73c461,2f62e91a8ab073bd3a2a0c7bcf7a342e,LITEEL,LT2407,,
5684e9a82293d704a9dde7df05563769,58cc15d9c7839b9ea8feed1888dee6fb,SYMPHONY,"L22, T49, D26, W70Q, V30",Proprietary OS,Proprietary OS
8bdf5f9badd042dcee6c43f0cbd7d7d0,ceac4b994a5b48747c8b6ace866ad3b4,OPPO,F1s (A1601),Android,Google
66633837d9e735da776138860958235a,0777a5e2a426e089a40861eec0832ce6,MAXIMUS,M211S,Proprietary OS,Proprietary OS
885317f889211a1476b8938077687127,b71a154a5f7c3372f27fffec718ba196,XIAOMI,REDMI 5 (MDG1),Android,Google
5c6b44022da115e3476e7c4ec9fdf1a4,bf6fde466e4ec426c0a1023d9df43fd1,WINMAX,"BD15,BD25,BD35,BD45",Symbian OS,Symbian
d4e42937dbb933d3d29e6e68cada1d16,47b6d3a84d27b4a73da7ca915251c918,SAMSUNG,GALAXY J2 PRO 2018 (SM-J250F DS),Android,Google
a83764b2dccd80a5d7f9e72bb6e504ef,bb0d8ff7629c771d8a8be0ced9c7d550,NOKIA,220,Series30,Symbian
ead8aecb39d69ec771b7eac4b714da95,246fbe596470b86d646f790542177af7,SYMPHONY,D19,,
50b7cbe1880b7cfb5462a6f73f375ece,b8b2ce87a0487029f82f496b7b7cd08c,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google
b58b97cea03ac9ed134127ee76a03c70,b82ff0edaccb2a9218386251dd0ffca1,SAMSUNG,SM-J600G DS,Samsung OS,Samsung
16a2bb7d9a960c13931f46f97c36f4a9,84c425ae29d12f54110d650c58f9180c,HUAWEI,Y3 (CRO-U00),Android,Google
e6441edce8df06a0d376c71c7086e765,1e795d8155aadc74e41061ee5605a3c5,GREYMARKET,HANDSET,Proprietary OS,Proprietary OS
cd6ab810233471e927236fb1b3a51255,dfcca2a240339241e06c76da2a26d362,LG,K10 (K420N),Android,Google
fed0c173eb385569f603794ea09207b7,f43e9882f594c066f840b2880faa976f,MICROMAX,Q398,Android,Google
3b1d32b1be89e8b43c768c7be3057bbf,b4d179438c9dad9585e2ca6d48f1e5a2,NOKIA,"100, 1000",Symbian OS,Symbian
8fd10bb5807b413ebf9149ea2468aad7,723badec1421623b3632fe6067ee6e4f,LENOVO,P70,Android,Google
bf5f66cdc02763a76868612f576a97f4,a838d0b67fc0def966d330b8e9c3f638,OPPO,A37 (A37FW),Android,Google
2dc80280fac4b42eeb01a52099f398a5,24a2ddb18a0b4cfa6c8d173e83616f05,WESTERN,"D2, D3, D4, D5",Proprietary OS,Proprietary OS
31951462f3fb0a904dd26fbe4445376d,996d94ee7d7b350c080dea2eed447e95,SYMPHONY,B17,,
6dc79c91a5c2de094bade8801cf4aafe,726308e89c068059ce44a107ed99da80,SYMPHONY,V52,Android,Google
0eb54ec2859abbed3bbe1dd2d36f4b53,de7b17d695b7fbf11b6cef3dc28fda8c,SYMPHONY,"W19, B13, BL45, E50",,
24735056b5eb7e10acd624310826b7eb,2c849579f30bc8bc891de9e89802a726,LENOVO,A536,Android,Google
ad3b46f23aeb81384a3ea42d31d5000e,4320aa4aca38ebb4f5284a3be1f9a903,ITEL,A32F,Android,Google
6d85f93a4884cff5dded12af7437948e,be8601eeba4c31fee79750f4345afd45,HUAWEI,GT3 (NMO-L31),Android,Google
5e806fbb0a899571a0ff2cea48e9906b,a8a51858a6f8ad876bf5897dad9dae03,TECNO,CAMON I (IN5),Android,Google
fa44247946811bb28142f06b62a74e76,f16733a2b000319dce737c7d416425b1,SYMPHONY,D22,,
15f8a9de9a8fa0ca70430d82f3b93ce8,24a2ddb18a0b4cfa6c8d173e83616f05,WESTERN,"D2, D3, D4, D5",Proprietary OS,Proprietary OS
d86270a40f05bad396fd998abe3b2082,165acdb176c002cd45cab78630f5405b,SYMPHONY,"V60, P6, V40, T90, ZVI",Android,Google
48a9dbf6d9407395216aca237b4d93e6,a6a199f42919803358f2355985922df7,SB TEL,"SYMPHONY B19, E76",Proprietary OS,Proprietary OS
08d9a9674e972d999f0709ab88419868,e157d4b9683bdf3918076d53c6aa0e2e,LAVA,IRIS 505,Android,Google
45788cbd4db9cc215791f2ab7c93a4a1,f9b8b0a935d7b5ef4e7721ec455bd8c9,NOKIA,ASHA 230 (RM-986),Asha Software,NOKIA
573e9cc64814c52e771f45651912221f,37197e295b06eee071d36e2e67ea227b,NOKIA,150 DUAL SIM,,NOKIA
41a1c118829816c8244082c8da51d52f,f16733a2b000319dce737c7d416425b1,SYMPHONY,D22,,
e9be950dafc33a48e33f05ed36c03ef2,9daecd45595d5649cc6d24714e18e30c,LAVA,IRIS 705,Android,Google
94f400c66b7f1f55c4af0ef35573a98c,eb0f2d7ec730be8649b5a86920d918a5,SAMSUNG,GALAXY TREND II (SM-G318MZDS),Android,Google
d14c1b5404d6fb81ead72357f349db79,6d542381c526fbb3a6f1bc9f74e72265,SYMPHONY,D140,,
b7ee042b94d1db84b280d60abce5803e,4c3513f8f4133d3f159c7cef9013b10b,HUAWEI,Y7 (TRT-LX2),Android,Google
9e7af7fe564f7e6ff8881df7de918a08,23bf0c848b7e6b6608de709506df53fb,SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
23b04167d06762efaec163c54bf8eca5,0fea53b12102108f718659f158ddb585,HTC,0PMG200,Android,Google
9766f684832a3494608e6c20b3e4297c,eb09372d89bafd61d097244c3d99301e,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google
c9aefe0df1788e1ea85fdd8e33b3738f,4a9809102e479a4f66ce6534053e95be,SAMSUNG,GALAXY J7 DUOS LTE (SM-J710F DS),Android,Google
85556062b2fed03b5666c707b450a692,fc619a55976fc4a7cc1443c3eb89b1f5,PEACE,PHONE M1,,
a803964950868db6e272f0ac4f4cbc90,cd9051ceca74dc3069804b72d3b80e14,ERICSSON,BYTWO BS400,Android,Google
779f333f92380841dfade8a88b471f5b,0e2505fe8f830018d809a5caa944a409,SYMPHONY,H175,Android,Google
9c20a7d0d8cfbadf83b12fa5e3216473,af7ec3badd80d379739164a5b2f78a14,MEIZU,M3 NOTE,Android,Google
7821c5734b8e85226fa9204fd7085759,75d3d2f661deb16e4acd9036cca1cf36,OPPO,A1603,Android,Google
fc6eb2d46b4bca1f906ba8151dfed318,542b7132c8ab43659f65069dcb8cecef,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
008965cd2aef0da850f9316ed3ca92cd,c4a199ac879783ae1c72876396eebfd7,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
e56e5b4db053d0e360d150707ead57ae,95721c2f55e4ee58e86a12de330d5d7b,KECHAO,K66 PLUS,,
c523df584887ce57b101c053872d5b25,6d542381c526fbb3a6f1bc9f74e72265,SYMPHONY,D140,,
8deb301851c3f073448859b91e3bad83,6e2ddc9994f020d183f788bf88afdae2,ITEL,IT5232,,
35514ebe96d6e710a47c30abfb2fb6e8,039a83a121fe9f5fd8391eaf5fa7ff48,HUAWEI,Y3II (LUA-U22),Android,Google
fc7341dc2bd74823489b695ab8142c70,1257d95f7208d593f05e9465f04146ea,SYMPHONY,ROAR V95,,
f30475f8fefb8e6114ac560b86bf87a5,e7046d151ed510098aa35629c400aa71,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
e6bc0e116a937b399c257b750cda9d24,1e24dd817fa423193a4a762d704bae30,NOKIA,6 (TA-1000),Android,Google
523ec3c31b6088f99e7beb5b3d6c5786,2278bd0ec32821b981511131f7176a9e,XIAOMI,REDMI 5 PLUS,Android,Google
f224cea589af710d6245c0e5d840ff7b,f3c1413f6810185b2ee3b00d50785a4f,WALTON,PRIMO F7,Android,Google
23344897ddafb23795320e2791f46705,d24748fd94b01566f646626774dca1aa,SAMSUNG,GALAXY PLAYER 5.8 (GT-I9152),Android,Google
f2ed3d285eaa1a9ed6f10912f2b9327d,fe0f33e22d17700f2c99ce20d75ac237,SYMPHONY,R30,,
3f19591ed4599ed025e59324c20c3a41,a7b09d42a667521f87a82eb9dd643fe2,XIAOMI,REDMI NOTE 3 (2015112),Android,Google
f636597fab9d9db82a33fb96ef7712c2,542b7132c8ab43659f65069dcb8cecef,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
df531720aab04e99108456d3cd17f5d1,60399f81da527e2c53ff389892f01d79,SYMPHONY,I20,Android,Google
33d0e9bdd25836f09d633ab8e7fe67d0,c231d7e3961a4674f43e4574bbf0cc52,LAVA,IRIS 821,Android,Google
9ecaaef5660e417229524bd34d1a5722,97a8a3baa7b071b7862868f8ea48b333,CECT,S80,,
9a2b1005aaa6313ef2e6ee2bc0b5f328,f329899e4f2834ff58bb95c85dca4843,SYMPHONY,L55,,
5de78c43e2a23fe6b4a184a1e8ac270c,ad64368ee3ee572f421dc2029b5766c4,WALTON,OLVIO L7,,
16f3c5a363198af347be564961bea00e,5de24522561b13796556243e57945cbb,SYMPHONY,D54J,,
